0.0000,0.9560,0.9465,0.8311,0.5516,0.8781,0.9139,0.8781,0.9851,0.6873,0.9003,0.9900,0.7945,0.3965,0.2658,0.5741,0.8607,0.5016,0.7047,0.7788,0.7483,0.7371,0.8564,0.8106,0.9753,0.8825,0.8395,0.8825,0.9418,0.9704,0.7945,0.5169,0.4066,0.9900,0.9560,0.7334,0.8311,0.8781,0.9003,0.8694,0.7153,0.8607,0.7945,0.6157,0.9900,0.6977,0.9371,0.7189,0.9512,0.0002,0.0011,0.0001,0.0122,0.0007,0.0032,0.0006,0.0998,0.0008,0.0195,0.0483,0.0052,0.0098,0.0010,0.0378,0.0011,0.0028,0.0121,0.0011,0.0202,0.0005,0.0089,0.0003,0.0012,0.0026,0.0013,0.0002,0.0001,0.0019,0.0537,0.0261,0.0360,0.0170,0.0002,0.0031,0.0015,0.0004,0.0018,0.0112,0.0137,0.0052,0.0014,0.0127,0.0930,0.0081,0.0087,0.0078,0.0035,0.1604,0.0102,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0023,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0002,0.0001,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0003,0.0000,0.0002,0.0000,0.0000,0.0004,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0002
0.9560,0.0000,0.9704,0.8781,0.5543,0.9656,0.9185,0.9094,0.9512,0.6771,0.9324,0.9656,0.8825,0.3946,0.2837,0.6005,0.8737,0.4653,0.7520,0.7082,0.7827,0.8781,0.8106,0.8146,0.8958,0.8781,0.8270,0.8607,0.9560,0.9465,0.7371,0.5741,0.4382,0.9560,0.9512,0.6942,0.8958,0.9371,0.8869,0.9094,0.6505,0.9560,0.8065,0.6313,0.9656,0.7371,0.9900,0.7225,0.9465,0.0001,0.0006,0.0001,0.0069,0.0003,0.0018,0.0003,0.0699,0.0004,0.0129,0.0300,0.0031,0.0049,0.0005,0.0247,0.0005,0.0017,0.0069,0.0005,0.0119,0.0003,0.0049,0.0001,0.0006,0.0014,0.0006,0.0001,0.0000,0.0011,0.0327,0.0155,0.0215,0.0100,0.0001,0.0020,0.0009,0.0002,0.0008,0.0071,0.0081,0.0030,0.0008,0.0072,0.0627,0.0048,0.0054,0.0047,0.0019,0.1136,0.0061,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0002,0.0000,0.0001,0.0000,0.0000,0.0002,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001
0.9465,0.9704,0.0000,0.8106,0.5066,0.9465,0.8825,0.9560,0.9512,0.6065,0.9324,0.9656,0.8737,0.3104,0.2299,0.5066,0.8065,0.4169,0.6873,0.6805,0.7225,0.7788,0.8106,0.8650,0.9139,0.8607,0.7711,0.7945,0.9851,0.9753,0.6805,0.5041,0.3624,0.9560,0.8781,0.6035,0.8353,0.9560,0.8437,0.8311,0.7047,0.9560,0.7827,0.6250,0.9656,0.6873,0.9900,0.6538,0.9003,0.0002,0.0009,0.0001,0.0116,0.0006,0.0032,0.0005,0.1075,0.0006,0.0211,0.0495,0.0048,0.0080,0.0009,0.0358,0.0008,0.0029,0.0111,0.0009,0.0190,0.0005,0.0074,0.0003,0.0011,0.0021,0.0010,0.0002,0.0001,0.0018,0.0474,0.0247,0.0337,0.0153,0.0002,0.0034,0.0015,0.0003,0.0014,0.0112,0.0134,0.0053,0.0013,0.0114,0.0963,0.0080,0.0086,0.0076,0.0030,0.1596,0.0097,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0001,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0004,0.0000,0.0002,0.0000,0.0000,0.0003,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0002
0.8311,0.8781,0.8106,0.0000,0.8270,0.9003,0.9753,0.6538,0.8694,0.9139,0.9418,0.8146,0.6219,0.6570,0.5543,0.8607,0.9851,0.7298,0.9656,0.8650,0.9656,0.8521,0.8694,0.8479,0.8187,0.9418,0.9704,0.9608,0.8650,0.8479,0.8825,0.8564,0.7371,0.8737,0.9048,0.8737,0.9900,0.6942,0.9704,0.9851,0.3753,0.7672,0.9003,0.8437,0.8146,0.9560,0.8521,0.9465,0.9560,0.0003,0.0012,0.0001,0.0070,0.0006,0.0025,0.0007,0.0578,0.0007,0.0140,0.0223,0.0047,0.0056,0.0009,0.0317,0.0011,0.0025,0.0092,0.0006,0.0134,0.0005,0.0074,0.0002,0.0010,0.0024,0.0013,0.0002,0.0001,0.0017,0.0380,0.0161,0.0221,0.0129,0.0002,0.0027,0.0018,0.0004,0.0011,0.0100,0.0090,0.0036,0.0013,0.0091,0.0513,0.0060,0.0079,0.0066,0.0031,0.1008,0.0081,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0003,0.0000,0.0002,0.0000,0.0000,0.0003,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0002
0.5516,0.5543,0.5066,0.8270,0.0000,0.6096,0.7827,0.3447,0.6005,0.9418,0.7189,0.5092,0.2908,0.7945,0.8270,0.9231,0.8395,0.9465,0.9277,0.8650,0.9185,0.5326,0.7945,0.7082,0.6005,0.8106,0.8694,0.8106,0.5975,0.5916,0.8650,0.9003,0.8914,0.6157,0.6250,0.8311,0.7711,0.3660,0.8106,0.7827,0.1703,0.4296,0.8311,0.9324,0.5299,0.9277,0.5326,0.9371,0.7225,0.0015,0.0051,0.0008,0.0131,0.0024,0.0069,0.0030,0.0665,0.0029,0.0257,0.0251,0.0141,0.0117,0.0032,0.0652,0.0049,0.0071,0.0211,0.0019,0.0256,0.0021,0.0202,0.0008,0.0034,0.0084,0.0051,0.0010,0.0005,0.0055,0.0679,0.0279,0.0365,0.0290,0.0006,0.0072,0.0071,0.0019,0.0032,0.0245,0.0177,0.0081,0.0047,0.0204,0.0596,0.0140,0.0203,0.0170,0.0100,0.1206,0.0195,0.0000,0.0005,0.0000,0.0001,0.0000,0.0000,0.0028,0.0000,0.0000,0.0000,0.0004,0.0001,0.0000,0.0004,0.0002,0.0001,0.0001,0.0000,0.0000,0.0005,0.0000,0.0009,0.0000,0.0007,0.0000,0.0000,0.0012,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,0.0001,0.0000,0.0000,0.0001,0.0017,0.0001,0.0000,0.0001,0.0005,0.0000,0.0000,0.0001,0.0004,0.0002,0.0001,0.0007
0.8781,0.9656,0.9465,0.9003,0.6096,0.0000,0.9139,0.8607,0.8914,0.6873,0.9560,0.8869,0.8270,0.3965,0.3279,0.6344,0.8781,0.4819,0.8106,0.6907,0.8353,0.9003,0.8228,0.8607,0.8311,0.9003,0.8228,0.8311,0.9512,0.9139,0.7189,0.6376,0.4819,0.9048,0.8825,0.6570,0.9185,0.8958,0.8737,0.9139,0.5406,0.9512,0.8607,0.7153,0.9048,0.7945,0.9753,0.7408,0.9139,0.0001,0.0008,0.0001,0.0075,0.0004,0.0023,0.0004,0.0746,0.0004,0.0157,0.0299,0.0038,0.0049,0.0007,0.0289,0.0006,0.0022,0.0078,0.0005,0.0129,0.0004,0.0056,0.0002,0.0008,0.0016,0.0008,0.0001,0.0001,0.0013,0.0342,0.0165,0.0225,0.0112,0.0001,0.0027,0.0013,0.0002,0.0009,0.0089,0.0092,0.0036,0.0010,0.0080,0.0649,0.0057,0.0067,0.0058,0.0022,0.1188,0.0072,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0003,0.0000,0.0001,0.0000,0.0000,0.0002,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001
0.9139,0.9185,0.8825,0.9753,0.7827,0.9139,0.0000,0.7334,0.9465,0.8825,0.9753,0.8958,0.6637,0.5798,0.4653,0.7827,0.9802,0.7047,0.9139,0.9048,0.9324,0.7985,0.9277,0.9048,0.9185,0.9753,0.9753,0.9753,0.9324,0.9324,0.9048,0.7634,0.6376,0.9512,0.9371,0.8607,0.9656,0.7558,0.9950,0.9704,0.4700,0.8025,0.9139,0.8311,0.8958,0.9139,0.9003,0.9139,0.9900,0.0004,0.0018,0.0002,0.0116,0.0010,0.0040,0.0010,0.0867,0.0011,0.0210,0.0369,0.0069,0.0094,0.0014,0.0444,0.0016,0.0037,0.0141,0.0011,0.0209,0.0008,0.0109,0.0004,0.0017,0.0036,0.0019,0.0003,0.0002,0.0026,0.0559,0.0253,0.0346,0.0194,0.0003,0.0041,0.0025,0.0006,0.0019,0.0143,0.0141,0.0058,0.0020,0.0141,0.0785,0.0093,0.0114,0.0099,0.0047,0.1437,0.0122,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0024,0.0000,0.0000,0.0000,0.0001,0.0001,0.0000,0.0002,0.0001,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0004,0.0000,0.0003,0.0000,0.0000,0.0005,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0001,0.0001,0.0000,0.0003
0.8781,0.9094,0.9560,0.6538,0.3447,0.8607,0.7334,0.0000,0.8564,0.4382,0.7985,0.9139,0.9418,0.2009,0.1360,0.3588,0.6505,0.2725,0.5169,0.5117,0.5543,0.7082,0.6603,0.7189,0.8146,0.7082,0.6035,0.6408,0.8958,0.8869,0.5220,0.3499,0.2346,0.8607,0.7827,0.4538,0.6873,0.9900,0.6873,0.6907,0.8228,0.9512,0.6313,0.4516,0.9139,0.5117,0.9371,0.4819,0.7711,0.0001,0.0005,0.0000,0.0085,0.0003,0.0019,0.0002,0.0930,0.0003,0.0152,0.0446,0.0028,0.0054,0.0005,0.0236,0.0004,0.0017,0.0070,0.0005,0.0132,0.0003,0.0044,0.0001,0.0006,0.0011,0.0005,0.0001,0.0000,0.0010,0.0329,0.0180,0.0248,0.0098,0.0001,0.0021,0.0008,0.0001,0.0008,0.0069,0.0094,0.0035,0.0007,0.0074,0.0833,0.0052,0.0051,0.0047,0.0016,0.1340,0.0061,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0002,0.0000,0.0001,0.0000,0.0000,0.0002,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0001
0.9851,0.9512,0.9512,0.8694,0.6005,0.8914,0.9465,0.8564,0.0000,0.7334,0.9418,0.9851,0.7672,0.4232,0.2982,0.6005,0.8825,0.5461,0.7520,0.8228,0.7827,0.7408,0.8694,0.8737,0.9802,0.9048,0.8781,0.9048,0.9656,0.9851,0.8065,0.5798,0.4516,0.9950,0.9418,0.7520,0.8781,0.8564,0.9324,0.8825,0.6440,0.8564,0.8065,0.6771,0.9656,0.7596,0.9418,0.7672,0.9656,0.0003,0.0013,0.0002,0.0130,0.0008,0.0038,0.0007,0.1033,0.0009,0.0213,0.0490,0.0059,0.0107,0.0012,0.0412,0.0013,0.0032,0.0140,0.0012,0.0223,0.0006,0.0100,0.0004,0.0015,0.0031,0.0015,0.0003,0.0001,0.0022,0.0578,0.0282,0.0388,0.0189,0.0003,0.0037,0.0019,0.0004,0.0020,0.0129,0.0149,0.0060,0.0017,0.0141,0.0954,0.0092,0.0103,0.0090,0.0041,0.1612,0.0115,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0026,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0002,0.0001,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0004,0.0000,0.0003,0.0000,0.0000,0.0004,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0002
0.6873,0.6771,0.6065,0.9139,0.9418,0.6873,0.8825,0.4382,0.7334,0.0000,0.7945,0.6473,0.3926,0.8437,0.7334,0.9418,0.9277,0.9277,0.9465,0.9371,0.9371,0.6376,0.8270,0.7371,0.7189,0.8607,0.9608,0.9324,0.6873,0.6942,0.9371,0.9003,0.8737,0.7371,0.7788,0.9560,0.8694,0.4653,0.9139,0.8825,0.2441,0.5247,0.8311,0.8607,0.6473,0.9465,0.6376,0.9950,0.8479,0.0007,0.0026,0.0004,0.0090,0.0013,0.0039,0.0014,0.0545,0.0016,0.0162,0.0214,0.0078,0.0087,0.0017,0.0429,0.0026,0.0037,0.0138,0.0011,0.0179,0.0009,0.0125,0.0004,0.0019,0.0048,0.0028,0.0005,0.0002,0.0029,0.0513,0.0202,0.0276,0.0191,0.0003,0.0037,0.0033,0.0009,0.0020,0.0143,0.0116,0.0049,0.0024,0.0134,0.0498,0.0085,0.0119,0.0099,0.0057,0.1008,0.0119,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0015,0.0000,0.0000,0.0000,0.0001,0.0001,0.0000,0.0002,0.0001,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0004,0.0000,0.0003,0.0000,0.0000,0.0006,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0002,0.0001,0.0000,0.0003
