0.0003,0.0005,0.1444
0.0001,0.0004,0.1457
0.0002,0.0005,0.1425
0.0001,0.0005,0.1496
0.0006,0.0005,0.1359
0.0001,0.0002,0.1453
0.0002,0.0005,0.1505
0.0002,0.0004,0.1320
0.0002,0.0005,0.1461
0.0003,0.0005,0.1432
0.0002,0.0005,0.1484
0.0003,0.0001,0.1432
0.0000,0.0003,0.1269
0.0001,0.0003,0.1207
0.0002,0.0002,0.1109
0.0001,0.0004,0.1374
0.0002,0.0005,0.1500
0.0008,0.0005,0.1293
0.0002,0.0004,0.1457
0.0010,0.0005,0.1423
0.0002,0.0004,0.1470
0.0000,0.0004,0.1370
0.0024,0.0002,0.1440
0.0009,0.0006,0.1412
0.0010,0.0004,0.1433
0.0003,0.0006,0.1486
0.0003,0.0004,0.1490
0.0003,0.0003,0.1491
0.0005,0.0004,0.1453
0.0002,0.0005,0.1450
0.0005,0.0005,0.1438
0.0001,0.0004,0.1347
0.0001,0.0001,0.1260
0.0000,0.0006,0.1467
0.0001,0.0005,0.1467
0.0001,0.0004,0.1413
0.0001,0.0005,0.1486
0.0001,0.0004,0.1341
0.0003,0.0004,0.1501
0.0001,0.0005,0.1496
0.0005,0.0003,0.1081
0.0001,0.0004,0.1375
0.0002,0.0006,0.1445
0.0014,0.0005,0.1372
0.0002,0.0005,0.1436
0.0002,0.0005,0.1451
0.0002,0.0004,0.1442
0.0002,0.0004,0.1454
0.0002,0.0005,0.1500
0.0673,0.0683,0.0001
0.0992,0.0486,0.0003
0.0665,0.0804,0.0001
0.1277,0.0031,0.0026
0.0971,0.0551,0.0003
0.1271,0.0177,0.0007
0.1030,0.0402,0.0003
0.0913,0.0001,0.0214
0.0959,0.0504,0.0002
0.1241,0.0016,0.0046
0.0965,0.0003,0.0109
0.1248,0.0196,0.0011
0.1202,0.0060,0.0020
0.1120,0.0413,0.0003
0.1210,0.0026,0.0085
0.0920,0.0474,0.0003
0.1234,0.0184,0.0007
0.1291,0.0083,0.0025
0.1109,0.0264,0.0003
0.1293,0.0031,0.0043
0.0970,0.0525,0.0003
0.1283,0.0089,0.0017
0.1015,0.0465,0.0003
0.1143,0.0343,0.0004
0.1145,0.0280,0.0005
0.0995,0.0435,0.0003
0.0791,0.0673,0.0001
0.0662,0.0911,0.0001
0.1192,0.0327,0.0002
0.1167,0.0016,0.0111
0.1258,0.0015,0.0055
0.1221,0.0006,0.0074
0.1300,0.0067,0.0035
0.0935,0.0596,0.0002
0.1213,0.0140,0.0008
0.1052,0.0360,0.0004
0.0800,0.0689,0.0002
0.1150,0.0212,0.0004
0.1316,0.0029,0.0025
0.1307,0.0041,0.0028
0.1312,0.0044,0.0012
0.1144,0.0372,0.0003
0.1331,0.0041,0.0026
0.0939,0.0003,0.0195
0.1336,0.0062,0.0017
0.1329,0.0020,0.0019
0.1297,0.0129,0.0016
0.1213,0.0242,0.0007
0.0816,0.0004,0.0327
0.1330,0.0073,0.0019
0.0115,0.1248,0.0001
0.0875,0.0603,0.0001
0.0037,0.1512,0.0001
0.0484,0.1076,0.0001
0.0076,0.1399,0.0001
0.0001,0.1413,0.0000
0.1052,0.0065,0.0010
0.0013,0.1452,0.0000
0.0259,0.1205,0.0001
0.0007,0.1408,0.0000
0.0586,0.0996,0.0001
0.0572,0.1011,0.0001
0.0258,0.1329,0.0001
0.0896,0.0498,0.0002
0.0661,0.0704,0.0001
0.0454,0.1083,0.0001
0.0399,0.1186,0.0001
0.0000,0.1221,0.0000
0.0000,0.1197,0.0000
0.0951,0.0430,0.0002
0.0085,0.1452,0.0001
0.0934,0.0476,0.0002
0.0000,0.1328,0.0000
0.0892,0.0683,0.0002
0.0182,0.1375,0.0001
0.0043,0.1468,0.0000
0.0937,0.0642,0.0002
0.0916,0.0658,0.0002
0.0352,0.1199,0.0001
0.0102,0.1359,0.0001
0.0010,0.1459,0.0000
0.0000,0.1220,0.0000
0.0400,0.1149,0.0001
0.0842,0.0729,0.0000
0.0608,0.0791,0.0001
0.0001,0.1433,0.0000
0.0258,0.1180,0.0001
0.0504,0.1085,0.0001
0.1022,0.0511,0.0002
0.0257,0.1311,0.0001
0.0101,0.1395,0.0001
0.0336,0.1151,0.0001
0.0857,0.0625,0.0002
0.0116,0.1436,0.0001
0.0121,0.1361,0.0001
0.0359,0.1174,0.0001
0.0794,0.0737,0.0001
0.0559,0.1049,0.0001
0.0389,0.1064,0.0000
0.0856,0.0674,0.0002
